"name","player","pos","team","overallRank","projections","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_nfl","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk"
"WILLTAUFOOU","Will Ta'ufo'ou","RB","JAC",502,5.11,8.2,2.9,NA,NA,NA,NA,NA,NA,8.54,6.54666666666667,5.11,NA,3.16267818997339,NA,1.99580135562084
"DAMARISJOHNSON","Damaris Johnson","WR","PHI",503,5.1,NA,NA,NA,NA,NA,2.6,7.6,NA,NA,5.1,5.1,NA,3.53553390593274,NA,2.087630756931
"BROCKOSWEILER","Brock Osweiler","QB","DEN",504,5.04,NA,NA,NA,NA,NA,6.52,3.56,NA,NA,5.04,5.04,NA,2.09303607231218,NA,1.73236273559533
"JAYPROSCH","Jay Prosch","RB","HOU",505,4.9,7.6,2.2,NA,NA,NA,NA,NA,NA,NA,4.9,4.9,NA,3.81837661840736,NA,2.15729115327133
"JEREMYROSS","Jeremy Ross","WR","DET",506,4.89,NA,NA,NA,NA,NA,NA,NA,NA,4.89,4.89,4.89,NA,NA,NA,NA
"NILESPAUL","Niles Paul","TE","WAS",507,4.7,NA,NA,NA,NA,NA,4.7,NA,NA,NA,4.7,4.7,NA,NA,NA,NA
"BRANDONTATE","Brandon Tate","WR","CIN",508,4.47,NA,NA,NA,NA,NA,2.6,NA,NA,6.34,4.47,4.47,NA,2.64457936163769,NA,1.86820050845897
"MATTHASSELBECK","Matt Hasselbeck","QB","IND",509,4.36,NA,NA,NA,NA,NA,6.92,1.8,NA,NA,4.36,4.36,NA,3.62038671967512,NA,2.1085288758331
"MIGUELMAYSONET","Miguel Maysonet","RB","PIT",510,4.2,NA,4.2,NA,NA,NA,NA,NA,NA,NA,4.2,4.2,NA,NA,NA,NA
"MICHAELEGNEW","Michael Egnew","TE","MIA",511,4.1,NA,NA,NA,NA,NA,4.1,NA,NA,NA,4.1,4.1,NA,NA,NA,NA
"LEESMITH","Lee Smith","TE","BUF",512,4,NA,NA,NA,NA,NA,4,NA,NA,NA,4,4,NA,NA,NA,NA
"JAMESCASEY","James Casey","TE","PHI",513,3.8,NA,NA,NA,NA,NA,3.8,NA,NA,NA,3.8,3.8,NA,NA,NA,NA
"TONYFIAMMETTA","Tony Fiammetta","RB","CHI",514,3.375,13.8,4.4,NA,NA,NA,2.1,NA,NA,NA,6.76666666666667,3.375,NA,6.198655768256,NA,2.74352223388986
"DEREKANDERSON","Derek Anderson","QB","CAR",515,3.28,26.86,NA,NA,NA,NA,0.58,1.24,NA,NA,9.56,3.28,NA,14.9858733479234,NA,4.9076969936806
"LONNIEPRYOR","Lonnie Pryor","RB","TB",516,3,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"PHILLIPTANNER","Phillip Tanner","RB","IND",517,2.8,NA,NA,NA,NA,NA,2.8,NA,NA,NA,2.8,2.8,NA,NA,NA,NA
"TAYLORTHOMPSON","Taylor Thompson","TE","TEN",518,2.5,NA,NA,NA,NA,NA,2.5,NA,NA,NA,2.5,2.5,NA,NA,NA,NA
"DEVINHESTER","Devin Hester","WR","ATL",519,2.435,NA,NA,NA,NA,NA,0.1,NA,NA,4.77,2.435,2.435,NA,3.30218866814118,NA,2.03016092995023
"JEFFDEMPS","Jeff Demps","RB","TBB",520,2.3,NA,NA,NA,NA,NA,2.3,NA,NA,NA,2.3,2.3,NA,NA,NA,NA
"TAURENPOOLE","Tauren Poole","RB","PIT",521,1.4,NA,NA,NA,NA,NA,1.4,NA,NA,NA,1.4,1.4,NA,NA,NA,NA
"DANTEROSARIO","Dante Rosario","TE","CHI",522,1.3,NA,NA,NA,NA,NA,1.3,NA,NA,NA,1.3,1.3,NA,NA,NA,NA
"MICHAELHILL","Michael Hill","RB","GBP",522,1.3,NA,NA,NA,NA,NA,1.3,NA,NA,NA,1.3,1.3,NA,NA,NA,NA
"SPENCERWARE","Spencer Ware","RB","SEA",524,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"SCOTTTOLZIEN","Scott Tolzien","QB","GBP",525,0.82,NA,NA,NA,NA,NA,0.82,NA,NA,NA,0.82,0.82,NA,NA,NA,NA
"ALEXGREEN","Alex Green","RB","NYJ",526,0.8,NA,NA,NA,NA,NA,0.8,NA,NA,NA,0.8,0.8,NA,NA,NA,NA
"TJYATES","T.J. Yates","QB","ATL",527,0.72,NA,NA,NA,NA,NA,0.359999999999999,1.08,NA,NA,0.72,0.72,NA,0.509116882454315,NA,1.3422645160895
"CHASEREYNOLDS","Chase Reynolds","RB","STL",528,0.6,NA,NA,NA,NA,NA,0.6,NA,NA,NA,0.6,0.6,NA,NA,NA,NA
"RYANMALLETT","Ryan Mallett","QB","NE",529,0.48,NA,NA,NA,NA,NA,0.28,0.68,NA,NA,0.48,0.48,NA,0.282842712474619,NA,1.28653619901724
"DANIELFELLS","Daniel Fells","TE","NYG",530,0.4,NA,NA,NA,NA,NA,0.4,NA,NA,NA,0.4,0.4,NA,NA,NA,NA
"GARRETTCELEK","Garrett Celek","TE","SFO",531,0.3,NA,NA,NA,NA,NA,0.3,NA,NA,NA,0.3,0.3,NA,NA,NA,NA
"BRADSMITH","Brad Smith","WR","PHI",532,0.2,NA,NA,NA,NA,NA,0.2,NA,NA,NA,0.2,0.2,NA,NA,NA,NA
"CIERREWOOD","Cierre Wood","RB","BAL",532,0.2,NA,NA,NA,NA,NA,0.4,NA,NA,NA,0.2,0.2,NA,NA,NA,NA
"JONASGRAY","Jonas Gray","RB","NEP",532,0.2,NA,NA,NA,NA,NA,0.2,NA,NA,NA,0.2,0.2,NA,NA,NA,NA
"SEYIAJIROTUTU","Seyi Ajirotutu","WR","SDC",532,0.2,NA,NA,NA,NA,NA,0.2,NA,NA,NA,0.2,0.2,NA,NA,NA,NA
"JEFFTUEL","Jeff Tuel","QB","BUF",536,0.16,NA,NA,NA,NA,NA,0.16,NA,NA,NA,0.16,0.16,NA,NA,NA,NA
"MATTBARKLEY","Matt Barkley","QB","PHI",536,0.16,NA,NA,NA,NA,NA,0.16,NA,NA,NA,0.16,0.16,NA,NA,NA,NA
"JOSHVAUGHAN","Josh Vaughan","RB","ATL",538,0.1,NA,NA,NA,NA,NA,0.1,NA,NA,NA,0.1,0.1,NA,NA,NA,NA
"KENDALLGASKINS","Kendall Gaskins","RB","NYG",538,0.1,NA,NA,NA,NA,NA,0.1,NA,NA,NA,0.1,0.1,NA,NA,NA,NA
"REXBURKHEAD","Rex Burkhead","RB","CIN",538,0.1,NA,NA,NA,NA,NA,0.1,NA,NA,NA,0.1,0.1,NA,NA,NA,NA
"RONNIEWINGO","Ronnie Wingo","RB","BUF",538,0.1,NA,NA,NA,NA,NA,0.1,NA,NA,NA,0.1,0.1,NA,NA,NA,NA
"COLTMCCOY","Colt McCoy","QB","WAS",542,0.08,NA,NA,NA,NA,NA,0.08,NA,NA,NA,0.08,0.08,NA,NA,NA,NA
"DANORLOVSKY","Dan Orlovsky","QB","DET",543,0.04,NA,NA,NA,NA,NA,0.04,NA,NA,NA,0.04,0.04,NA,NA,NA,NA
"AARONMURRAY","Aaron Murray","QB","KCC",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"ANTONIOANDREWS","Antonio Andrews","RB","TEN",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"AUSTINDAVIS","Austin Davis","QB","STL",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"BENMALENA","Ben Malena","RB","DAL",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"BRADSORENSEN","Brad Sorensen","QB","SDC",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"BRANDONWILLIAMS","Brandon Williams","TE","CAR",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"BRENNANCLAY","Brennan Clay","RB","DEN",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"CHRISHARPER","Chris Harper","WR","GBP",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"CHRISTHOMPSON","Chris Thompson","RB","WAS",544,0,16.4,NA,NA,NA,NA,NA,NA,NA,NA,5.46666666666667,0,NA,NA,NA,NA
"COBIHAMILTON","Cobi Hamilton","WR","CIN",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"COLTLYERLA","Colt Lyerla","TE","GBP",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"CROCKETTGILLMORE","Crockett Gillmore","TE","BAL",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"DAVIDFALES","David Fales","QB","CHI",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"DAVIDFLUELLEN","David Fluellen","RB","PHI",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"DAVIDWILSON","David Wilson","RB","NYG",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,142.5,NA,8.8956,3.46674367103774
"DUSTINVAUGHAN","Dustin Vaughan","QB","DAL",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"HENRYJOSEY","Henry Josey","RB","PHI",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"JEREMIAHJOHNSON","Jeremiah Johnson","RB","DEN",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"JIMMYGAROPPOLO","Jimmy Garoppolo","QB","NEP",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"JOEBANYARD","Joe Banyard","RB","MIN",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"JOEWEBB","Joe Webb","QB","CAR",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"JORDANLYNCH","Jordan Lynch","RB","CHI",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"JORDANNORWOOD","Jordan Norwood","WR","DEN",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"JUWANTHOMPSON","Juwan Thompson","RB","DEN",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"KAPRIBIBBS","Kapri Bibbs","RB","DEN",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"KEALOHAPILARES","Kealoha Pilares","WR","CAR",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"KELLENMOORE","Kellen Moore","QB","DET",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"KENDALLHUNTER","Kendall Hunter","RB","SFO",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"KERWYNNWILLIAMS","Kerwynn Williams","RB","SDC",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"LANDRYJONES","Landry Jones","QB","PIT",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"LESTARJEAN","Lestar Jean","WR","MIN",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"LUKEMCCOWN","Luke McCown","QB","NOS",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"MATTHEWMULLIGAN","Matthew Mulligan","TE","CHI",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"MATTHEWTUCKER","Matthew Tucker","RB","PHI",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"MCLEODBETHELTHOMPSON","McLeod Bethel-Thompson","QB","SFO",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"MIKEKAFKA","Mike Kafka","QB","TBB",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"NICKKASA","Nick Kasa","TE","OAK",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"RAJIONNEAL","Rajion Neal","RB","GBP",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"SEANRENFREE","Sean Renfree","QB","ATL",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"TOBAISPALMER","Tobais Palmer","WR","NOS",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"VICKBALLARD","Vick Ballard","RB","IND",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"ZACDYSERT","Zac Dysert","QB","DEN",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"ZACHLINE","Zach Line","RB","MIN",544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"ERICPAGE","Eric Page","WR","TBB",587,-0.5,NA,NA,NA,NA,NA,-0.5,NA,NA,NA,-0.5,-0.5,NA,NA,NA,NA
"CURTISPAINTER","Curtis Painter","QB","NYG",588,-1.16,NA,NA,NA,NA,NA,-1.16,NA,NA,NA,-1.16,-1.16,NA,NA,NA,NA
"RYANLINDLEY","Ryan Lindley","QB","ARI",589,-1.22,NA,NA,NA,NA,NA,-1.22,NA,NA,NA,-1.22,-1.22,NA,NA,NA,NA
"MARCMARIANI","Marc Mariani","WR","TEN",590,-1.3,NA,NA,NA,NA,NA,-1.3,NA,NA,NA,-1.3,-1.3,NA,NA,NA,NA
"RYANNASSIB","Ryan Nassib","QB","NYG",591,-1.32,NA,NA,NA,NA,NA,-1.32,NA,NA,NA,-1.32,-1.32,NA,NA,NA,NA
"JEREMYEBERT","Jeremy Ebert","WR","ATL",592,-1.6,NA,NA,NA,NA,NA,-1.6,NA,NA,NA,-1.6,-1.6,NA,NA,NA,NA
"TRINDONHOLLIDAY","Trindon Holliday","WR","NYG",593,-2,NA,NA,NA,NA,NA,-2,NA,NA,NA,-2,-2,NA,NA,NA,NA
"MATTSIMMS","Matt Simms","QB","NYJ",594,-2.22,NA,NA,NA,NA,NA,-2.22,NA,NA,NA,-2.22,-2.22,NA,NA,NA,NA
